	target_text	input_text	prefix
470	Почему в одних странах левостороннее движение, а в других - правостороннее?	"Потому что у тебя гнусавый и мерзкий голос. Если захочешь подать в суд за оскорбление личности, исковое заявление обращай к американскому физику Айвену Коксу, автору книги ""Физика твоего тела"". Именно он вынес приговор твоим аудиоспособностям: ""Человек воспринимает звук своего голоса искаженно - большая часть низкочастотных звуков из голосового аппарата проходит к уху непосредственно через кости черепа и искажается. Если вы хотите услышать самого себя так, как слышат окружающие, - запишите свою речь на магнитофонную пленку и прослушайте"". Ну ничего, Svetlov, не расстраивайся - зато у тебя есть прекрасный повод превратиться в серьезного немногословного мужчину. С очень выразительными глазами."	ask_question
491	Правда ли, что Нобелевскую премию по математике не присуждают, потому что жена Нобеля сбежала с математиком?	"А действительно - почему это у нас на всех документах изображены затравленные люди с непреклонно сомкнутыми губами и звериной тоской в глазах? Начальник паспортного стола Тверского района г-н Мурашов ознакомил нас с инструкцией, в которой значилось, что у лица, желающего красоваться в паспорте, черты не должны быть искажены. То есть - нельзя быть: плачущим, смеющимся, изумленным, а также пытающимся достать кончиком языка до глаз. Кроме того, если на лице имеются ""значительные повреждения, носящие временный характер"", стоит подождать, пока синяк не посветлеет, а шишка не сдуется. А то вдруг блюститель закона не сумеет опознать тебя по фото: придется ему тогда собственноручно проводить твое лицо в соответствие с задокументированным образцом."	ask_question
16	Почему каменный уголь горит, если он камень?	"Просто уголь коварен и хитёр. И ровно так же, как светская львица – не женщина-кошка, а колбаса «Докторская» – не твой бывший терапевт, каменный уголь – не то чтобы камень.Происхождение у него органическое. Каменный уголь – это разложившиеся остатки древних травок, веток, папоротников и прочих растений, а вовсе не обломки всяких булыжников, как можно подумать. Когда ты берешь в руки кусок такого угля, то фактически держишь в своей ладони целый пласт истории возрастом более 300 млн. лет. Именно тогда на планете процветали многочисленные виды растений, остатки которых оказались на больших глубинах, где давление и температуры высокие, а кислорода совсем нет. Под влиянием этих факторов в продуктах разложения из органики остался почти один только спрессованный в камень углерод и немного минеральных примесей, которые и образуют золу после сгорания.Кстати, уголь – один из первых видов ископаемого топлива, которое додумался использовать человек. Оторопь берет, когда сознаешь, что доисторические гнилые хвощи стали залогом промышленной революции, правда?"	ask_question
394	Если я напьюсь в дрова, а меня укусит комар и выпьет моей крови, что с ним будет? У него наступит алкогольное опьянение?	"Все дело в метаболизме. Различие обмена веществ у людей и насекомых огромное. Поэтому комары, вернее, жадные до крови комарихи питаются кровью млекопитающих, а не грызут огурчики под водочку. Энтомолог Билогического факультета МГУ им. М.В. Ломоносова Марина Федорова утверждает: ""Ни комар, ни любое другое насекомое алкоголя не почувствует, не опьянеет и не погибнет. Для него нет разницы между кровью пьяного и трезвого человека"". Другое дело, если ты как следует накачаешься дихлофосом. Но и в этом случае тебе будет намного хуже, чем комару."	ask_question
221	Как определяют с какого номера звонят по длине первого звонка стационарного телефона?	Чтобы ответить на этот вопрос, мы обзвонили столько специалистов, что со временем они заменили гудки на мелодии и начали делать вид, что не понимают, о чем речь. Тем не менее в пресс-службе компании Tele2 отвертеться не смогли и объяснили, что к чему. И начали с того, что длительность гудков по-умному называется КПВ (контроль посыла вызова). КПВ зависит от того, на каком коммутаторе зарегистрирован номер. Поэтому у стационарного и мобильного телефонов длительность первых гудков и звонков чаще всего оказывается различной. Как правило, звонки с мобильного на стационарный номер, получаются короче, нежели звонки с городского на городской.	ask_question
477	Если жениться на двоюродной сестре, дети обязательно родятся тупыми уродами?	"Как это - не сможем? Профессия у нас такая: представлять змей с запаянным концом. Проникшись отчаянным положением животного, мы связались с герпетологом Московского зоопарка Д. Васильевым. ""Назад змеи не ползают, хотя пятиться они умеют - при помощи мышц, опирающихся о землю, - сказал специалист. - Из трубы змея сумеет выбраться, упираясь в стенки, а когда они закончатся, то животное высунет хвост наружу, закрепится им за что-нибудь и использует в качестве рычага"". Так что, Алексей Митрохин, никогда не спускай змей в канализационные трубы - страшно подумать, за что они могут попытаться зафиксироваться выбираясь на свободу."	ask_question
125	Почему снег белый	"Снежинки - это замерзшая вода, то есть крошечные шестигранные льдинки, а лед прозрачный. Это означает, что он пропускает сквозь себя все лучи света. Каждая снежинка сама по себе тоже прозрачна! Но снежинки падают на землю и лежат в сугробе беспорядочно. Вся эта рыхлая масса не пропускает свет, он не может через нее пробиться. Каждый лучик света, попадая на верхний слой снега, преломляется в огромном количестве ледяных кристалликов - снежинок. В результате все кристаллики-снежинки ""передают свет"" до тех пор, пока он весь не ""выйдет"" обратно, то есть снег полностью отражает свет. А когда весь свет отражается от предмета, мы видим этот предмет белым. Если быть еще точнее, снег белый потому, что белым является свет Солнца, который он отражает. Если бы лучи нашего Солнца были желтыми и красными, то и снег тоже был бы желтым или красным. На закате или восходе, когда лучи солнца видятся нам как розовые, снег тоже становится розовым."	ask_question
245	Почему, когда душно, потеешь, даже если температура воздуха не превышает двадцати градусов?	"С этим вопросом мы обратились на кафедру физики ВГПУ, потому что сотрудник, дежуривший на кафедре биологии, высказался в том смысле, что ""это как-то с физикой связано"". Там нам скучно и устало объяснили, что ""все дело в неспособности окружающей среды испарять влагу с поверхности кожи"". Дело в том, что пот играет не последнюю роль в регуляции температуры тела: испарение пота требует затрат энергии, в результате чего тело охлаждается. 20 °C - температура достаточная, чтобы слегка вспотеть (организм запускает механизм охлаждения на слабых оборотах), но в сухую погоду пот моментально испаряется. А вот в душный день, когда кислород перенасыщен парами воды, влага остается на коже. ""Организм не чувствует, что охладился, и механизм терморегуляции продолжает работать. Так с человека начинает лить в три ручья"", - подытожили физики."	ask_question
23	Почему в ушах шумит, когда я зеваю?	Не верь, если какой-то ЛОР-врач будет тебя пугать, что у тебя началось воспаление и скоро появятся проблемы со слухом. На самом деле все проще. Шум у тебя в голове возникает из-за того, что при зевании натягивается струна между ушами. Натягиваясь, эта струна смещает со своих мест шестеренки мыслей, которые и начинают издавать посторонние звуки: скрипы, шумы и пощелкивания.Лекарства, что тебе прописал врач, можешь смело капать в уши. Никакого воспаления они, конечно, не вылечат, но шестеренки в голове смазать помогут. Затягивать с этой ушной смазкой, кстати, не стоит, а то соединяющая уши струна перетрется и те просто отвалятся.	ask_question
208	Если часто ковырять в носу, можно ли растянуть ноздри?	"Терапевт Б.С. Сыромятников (клиника ""Медицина""), которому мы позвонили, некоторое время после вопроса молчал (видимо, ждал, что мы сейчас захихикаем и бросим трубку). Убедившись, что звонящие настаивают на ответе, он сообщил, что опасения Антона отнюдь не беспочвенны: ""Если в нос млекопитающего надолго поместить предмет диаметром большим, чем ноздря, то мышцы носа, как и любые другие мышцы, могут деформироваться"". Так что, уважаемый Антон, если ты - млекопитающее с большими пальцами, то разумнее будет держать их подальше от носа некоторую часть суток."	ask_question
489	Почему иногда хочется повеситься?	"Казалось бы, ответ лежит на поверхности, ан нет. В классическую рецептуру хот-дога собачатина не входит - только свинина, говядина или курица. А название, котором многие отечественные торговцы полуфабрикатами восприняли слишком серьезно, на самом деле имеет сложную и запутанную историю. Значит, так. Вначале были сосиски. Знаменитые на весь мир длинные франкфуртские сосиски, открытием который гордилась страна Германия. Потом в стране Америке эти сосиски (""франкфуртеры"" или, по-американски, ""фрэнки"") усовершенствовали - стали запихивать их в булки. А в 1906 году нью-йоркский карикатурист Тэд Дорган нарисовал карикатуру колоссальный успех. Он изобразил такую булку, но вместо сосиски нашпиговал ее другой модной в то время немецкой штучкой - такой же длинной, жирной и всенародно любимой собакой породы такса. И подписал все это словом ""хот-дог"". Кстати, торговцы хот-догами еще лет пятьдесят отказывались признавать это ругальтельство за наименование своей продукции - но потом смирились и даже стали использовать в рекламе."	ask_question
324	Почему радуга всегда в форме дуги?	"Наш консультант, метеоролог РГУ Олег Теребунский, признался, что он и сам бы не прочь увидеть радугу в форме черепа или Путина верхом на свинье. Но, увы, это невозможно. И вот почему. Радуга возникает на небосводе в дождливый, но солнечный день. Причем, чтобы увидеть ее, нужно стоять спиной к солнцу. Белые лучи света в этом случае наверняка попадут в каплю, начнут преломляться в ней и в итоге распадутся на семь составляющих спектра. Если учесть, что форма капли почти сферическая, получатся семь разноцветных пучков света, которые на выходе из капли будут расходиться воронкой. Так и получается радуга - из семи световых воронок, ""вставленных"" друг в друга. Да, кстати: если бы ты мог подняться повыше, а не наблюдал радугу, как обычно, из-под кровати, ты бы наверняка увидел, что она представляет собой не дугу, а окружность. С высокой горы или иллюминатора самолета радужное кольцо обычно хорошо видно. Но так как ты стоишь на земле, часть лучей поглощается и рассеивается и нижняя половина радуги оказывается отрезанной для наблюдателя."	ask_question
478	Почему так трудно разжечь костер или печь, но так легко подпалить дом?	"А.Н. Родченко, специалист из Центра по планированию семьи, считает, что лучше остаться холостым. ""У нас двойной набор генов - один от папы, другой от мамы. Многие люди несут в своих клетках патологические ""неправильные"" гены, но обычно эти гены находятся в бездействующем состоянии, а развитие организма определяется их здоровыми аллелями (парными генами). Если же у обоих родителей половые клетки содержат один и тот же патологический ген, то ребенок будет больным. Чем более близкими родственниками являются родители, тем выше риск"". Тем не менее, в мире есть страны, в которых до 60% всех браков веками заключаются именно между двоюродными братьями и сестрами (на Ближнем Востоке это - обычное дело). И вроде бы ничего, как-то живут."	ask_question
136	Сколько раз в день можно жениться или выходить замуж?	В день можно выходить замуж или жениться, только один раз, к большому сожалению некоторых. Это связано с процессом регистрации в органах ЗАГС, а также с возникновением с этого дня прав и обязанностей супругов в соответствии с Семейным кодексом. Для расторжения брака, будь то по обоюдному желанию или по желанию одной из сторон, как вы сами понимаете, необходимо время. Одной из причин, препятствующих заключению брака, является нахождение одного из лиц в зарегистрированном браке в соответствии со статьей 14 вышеназванного кодекса.	ask_question
29	Если теплый воздух поднимается вверх, почему в горах холодно?	Мы не стали мотаться в горы, а за ответом просто с головой залезли в морозильную камеру обыкновенного холодильника. Дело в том, что холод в морозильнике берется оттуда же, откуда и в горах. Что вы сказали? Нет... Не из розетки? Холод появляется при расширении сжатого газа. Так же и нагретый у поверхности земли воздух, поднимаясь вверх постепенно расширяется из-за падения атмосферного давления. Расширяясь воздух постепенно остывает.	ask_question
356	Почему в некоторых странах неделя начинается с воскресенья?	"В Институте динамического развития образования это объясняют так: ""Библия считает последним днем недели шаббат, то есть субботу. Следовательно, считать воскресенье первым днем недели - это традиция иудеев и христиан"". Подтверждение можно найти в том же иврите, где воскресенье называется ""йом ришон"" - день первый, а понедельник - йом шени, то есть день второй. Или в португальском языке, где понедельник называется ""день второй"" - segunda-feira. С другой стороны, в том же русском вторым днем называется вовсе не понедельник, а вторник - явно назло иудеям и португальцам. Чтобы разногласие не переросло в конфликт, Международная организация по стандартизации (ISO) утвердила международный стандарт ISO-8601, где говорится, что первым днем недели следует считать понедельник. Правда, в Израиле первым днем все равно считается воскресенье. Ибо Тора древнее, чем ISO."	ask_question
375	Мучительна ли смерть от потери крови?	"По сравнению с этим любая смерть покажется даже приятной. Тем не менее смерть от потери крови считается одной из самых легких - правда, не настолько, чтобы немедленно начать себе резать вены. Как объяснил нам врач ""Скорой помощи"" М. Кольцов, острая патологическая кровопотеря сопровождается головокружением, сильной жаждой, тошнотой, сухостью во рту, потемнением в глазах, тахикардией, дыхательной недостаточностью и потерей сознания. В общем, можно пережить, если откачают. Вот удушение гораздо мучительнее, хотя потеря сознания наступает меньше через минуту. Французский врач Николаус Миновици еще в 1905 году ставил на себе эксперимент, чтобы описать ощущения, возникающие при повешении. Однажды он находился в петле 26 секунд, но ему это так не понравилось, что он навсегда передумал вешаться."	ask_question
149	Если все жители Москвы откроют воду на полную катушку на сутки, то будет ли поступать влага в квартиры жителей столицы на следующие сутки?	"Главным итогом такой акции, безусловно, станет разорение жильцов. Но что касается воды, то, по словам руководителя пресс-службы Московского водоканала Андрея Дашенко, ""если все жители города откроют краны на сутки и даже больше, проблем с водоснабжением не возникнет, потому что процесс водоподготовки происходит беспрерывно"". Выливаясь из крана, жидкость через систему канализации попадает в очистные сооружения, а потом выливается в водоемы (в столице это реки Москва и Пехорка). Оттуда H2O коммунальщики забирают в резервуары, очищают, смягчают, осветляют и отправляют по водопроводу к тебе домой. То есть через некоторое время уже знакомая вода будет снова литься из твоего крана. И так по кругу. ""Система выдержит подобную акцию, даже если население столицы внезапно увеличится вдвое"", - гордо добавил эксперт."	ask_question
257	Можно ли подтянуться на перекладин очень много раз, если привязать руки в ней и подавать на нее ток? По идее же мышцы будут сокращаться.	"Увы, нельзя. ""В простом подтягивании участвует не меньше тридцати мышц. Если изолированно подать ток на каждую из них, то человек (теоретически) сможет подтянуться несколько раз, а потом либо потеряет сознание, либо переживёт клиническую смерть – в зависимости от силы электроудара"", - загоревшись идеей, сказал медик. ""Впрочем, - тут же осадил он себя, - изолировать каждую мышцу и закрепить электроды на ней будет проблематично. А если просто подать ток на перекладину, то сокращаться будут все мышцы, включая антагонистов"". Так что человек будет просто висеть, слегка подергиваясь, пока не умрет."	ask_question
129	Чем кролик отличается от зайца?	Кролики обычно меньше зайцев в размере; у них более короткие задние ноги и уши. Зайчата рождаются с открытыми глазами и развитым меховым покровом. Зайчиха делает гнезда; иногда им служит небольшая ямка. Крольчата появляются слепыми и голыми; крольчиха выстилает гнездо травой, корой и мягкими стеблями, покрывая подстилку своим пухом. Кролики часто живут группами, в то время как зайцы большую часть времени проводят в одиночестве.	ask_question
326	Почему ацтеки, создавшие огромную империю не изобрели колеса? Ведь у них были лошади и куча камней, которые они куда-нибудь перетаскивали.	"В Институте исторических наук профессор Лебедев А.Г. из ацтеков заступился: ""То, что мы не нашли у ацтеков колеса, еще не значит, что у них не было его идеи"". А вот чего у них точно не было, так это лошадей - их завезли только европейцы. На континенте вообще практически не было тягловой скотины. Правда в Южной Америке жили ламы, броненосцы и ягуары - но этих представителей фауны ацтекам не удалось поставить на колеса. Пришлось отложить проблему транспорта и углубиться в другие отрасли. В химии, астрономии и математике, например, ацтеки добились невероятных по тем временам успехов."	ask_question
92	Почему после физических нагрузок на следующий день ноги болят меньше, чем спустя два дня?	Запаздывающее возникновение болезненных ощущений в области мышц — результат большого количества разрывов в них. Стремясь как можно лучше выполнить упражнение, мы чрезмерно напрягаем мышцы. Мышечное перенапряжение (обычно достигается при усиливающейся нагрузке на мышцы, например когда мы поднимаем тяжести или много бегаем несколько дней подряд) вызывает разрывы волокон мышечных тканей. В течение первого дня после перегрузки мы испытываем лишь слабые боли в мышцах. Особенно болезненные ощущения в области мышц возникают при резком увеличении нагрузки на них, вызывающей большее количество разрывов в мышечных тканях, — увеличивается именно количество разрывов, а не размер каждого из них. В этом случае уходит больше времени на образование рубцовой ткани, потому что она формируется на месте повреждения перпендикулярно самому разрыву. Как только новая ткань образовалась, мы начинаем испытывать более острую боль, поскольку реактивируем и растягиваем эту обновленную, но менее гибкую мышцу до тех пор, пока не восстановятся ее сила и гибкость. 	ask_question
127	Существует ли профессия дегустатора корма для собак?	"Так как собаки и кошки не могут высказать свое мнение относительно корма, этим занимается специалист. Это делают люди, специальные операторы-дегустаторы. И вот по результатам таких дегустаций производитель затем гордо напишет на мешке с кормом: ""новый улучшенный корм для собак со вкусом котов"" или прочую маркетинговую белиберду типа ""нежного паштета с печенью ягненка для настоящих гурманов"". Как будто хоть один пес в мире предпочтет хорошей мясной косточке отходы мясоперерабатывающих комбинатов. Однако должность дегустатора - вполне себе официальна. И если вы отважитесь сами пожевать то, что сыплете в кормушку своему питомцу, что ж, тогда смело можете претендовать на это гордое звание."	ask_question
22	Почему у лошади одна пара коленей вперед, а другая назад?	Как объяснили нам эксперты по лошадям из поселка Средняя Елюзань Пензенской области, коленей у лошади всего одна пара — на задних ногах. Повернуты колени не назад, а вперед. Просто из-за небольшой длины берцовых костей колени расположены близко к телу. То, что ты всю жизнь считал развернутыми назад коленями, на самом деле является пятками.На передних ногах, у лошади коленей, строго говоря, нет. Зато там есть локти. Как и у тебя на руках, локти у лошади развернуты не вперед, а назад, но так же как и колени они расположены близко к телу. Вперед же смотрит запястный сустав.Если ближайшие полчаса ты проведешь пытаясь сопоставить свое отражение в зеркале с фотографией арабского жеребца, то учти для полноты картины, что лошади всю жизнь ходят на цыпочках, опираясь на кончики средних пальцев. Слабо?	ask_question
283	Почему страдающие амнезией, не забывают язык и способны разговаривать?	"""Формирование речи происходит у человека до шести лет, - напомнила нам психиатр московской городской больницы №3 O. Крюкова. - Таким образом, речевой навык составляет ядро личности и надежно защищен: области, отвечающие за него, располагаются глубоко, в основании теменной доли мозга"". К тому же, когда дело касается речи, два полушария способны дублировать друг друга при серьезных травмах. Если одно полушарие страдает, то второе берет на себя жизненно важные функции, в том числе речь. Память же расположена почти на самой поверхности коры, она менее защищена, поэтому и отключается при амнезии. ""Сейчас врачи могут спасать мозг человека. Правда, обычно пациент вспоминает не кто он такой и как его зовут, а какую-нибудь ерунду: как он в детстве ходил с папой в зоопарк"", - вздыхает врач."	ask_question
412	Почему за день хождения в одежде в пупке скапливается какой-то шерстяной комок?	Ты удивишься, но такой же вопрос мучил ученого-физиолога Сиднейского университета Карла Крушельницки. Поэтому он опросил 4799 человек и получил Игнобелевскую премию за одно из самых бесполезных исследований года. Зато выяснилось, что на загрязнение пупка влияют два фактора: одежда и волосы. Волокна одежды, особенно изношенной, выпадают и тормозятся о растущие на животе волосы, которые проталкивают эти волокна в пупок, как в ямку. Из них, а также из ороговевшей кожи и прочего мусора скатывается комочек. Поэтому грязь скапливается не у всех, а лишь у 66% респондентов, 97% которых обладают завидной растительностью в области пупка.	ask_question
78	Какой самый большой стадион в мире?	"""Вообще мне не нравится обсуждать подобные темы"" - говорит Николас Депрофт, владелец и составитель самой полной базы данных сайта worldstadiums.com. ""Чтобы ответить на этот вопрос, вам нужно самим для себя определить, что означает понятие ""стадион"". У каждого человека оно свое, соответственно, и ответы разные"". Если для вас стадион ассоциируется с местом, куда спортсмены приходят поиграть в мяч, а вы можете выпить и вдоволь поорать во время игры - то это стадион Indianopolis Motor Speedway (он находится в городе Спидвей, США и может вместить более 250 000 человек). Также о нем известен один интересный факт: когда-то там собралось 270 000 человек и там же произошла масштабная драка - фанаты пытались поделить между собой костюм известного мотогонщика Даника Пэтри."	ask_question
332	Интересно, а когда медведь всю зиму сосет одну лапу, она у него к весне отличается от других?	"Твои представления о том, чем занимается медведь во время спячки (впрочем, как и наши), видимо, почерпнуты из похабных анекдотов. Ведущий зоолог отдела млекопитающих Московского зоопарка Игорь Егоров оскорбленно заметил: ""Медведи не питаются собственным жиром, который высасывают из лапы, как думают многие. Это миф"". Да, зимой медведи часто держат лапы во рту, но не сосут их при этом. Подошвы медвежьих лап покрыты грубой и толстой кожей. В период активности, когда медведь нагуливает запасы (с апреля по ноябрь), наружный слой кожи постоянно стирается и обновляется. Во время спячки же стирания наружного слоя происходит, в то время как новые кожные клетки постоянно нарастают. ""Хищник во время спячки держит лапы во рту, чтобы слюна размачивала отстающие лоскуты кожи, облегчая регенерацию клеток. И, если уж на то пошло, медведь то и дело меняет лапы, держа во рту попеременно каждую из четырех"". Поэтому к весне они у него остаются одинаковыми. Вот так-то. А кстати, ты слышал анекдот, когда медведь просыпается, а у него во рту волос?"	ask_question
258	Можно ли надуть мыльный пузырь под водой? А в вакууме?	"Когда ты окажешься в вакууме, окруженный водой, последнее, что будет тебя заботить, - это как надуть в таких условиях мыльный пузырь. Тем не менее мы переадресовали твой вопрос к доктору физических наук В. Потунину. ""Ни под водой, ни в вакууме мыльные пузыри не надуются, потому что обстановочка для них не та"". Видишь ли, мыльная пленка, которая формирует пузырь, в воде сразу растворится, а в вакууме лопнет из-за давления воздуха, которым человек будет накачивать пузырь. ""Для пузыря жизненно необходимо равновесие давления внутри него и снаружи. Даже минимальную разницу в давлении пленка не выдержит, а в вакууме она будет довольно большой"", - объяснил наш эксперт. Впрочем, ты это и сам бы понял, немного подумав."	ask_question
360	Почему при взлете самолета нужно держать шторки иллюминатора открытыми?	"Виталий Белоус, бортпроводник-инструктор по безопасности комплекса сервиса на борту авиакомпании ""Аэрофлот"", сказал, что 80% авиапроисшествий приходится на взлет и посадку. В случае аварии бортпроводники должны иметь полный обзор условий снаружи через иллюминаторы пассажирской кабины. ""Это нужно, чтобы оценить обстановку за бортом самолета на предмет пожара и разрушений, доложить пилотам и при необходимости принять решение об эвакуации пассажиров"", - объяснил Виталий. Впрочем, если стюардесса не обратила внимания на том, что горит правый двигатель, ты можешь ей об этом намекнуть, устроив бурную панику вместе с остальными пассажирами."	ask_question
